Age  north=Enusmu
Molisno  north=Anolu-Do south=Maginu east=Axigesma west=Dismudilmilo
Enanage  south=Mesmixo
Egeludo  west=Anudisniga
Du-Mulna  north=Denago south=Ane west=Molo-Ma
Magode  north=Esmasme east=Esnalno west=Elamela
Migela  north=Mimago
Axelna  north=Axelne south=Mamigo east=Daxo-A
Aliximu  north=Modanu south=Degulno east=Agilnu west=Degismigismo
Dudima  north=Dexasma south=Exalama east=Muleme
Elasme  south=Esnu-Me west=Elulama
Esno-Me  south=Magimo west=Minegu
Moligo  south=Modosme east=Demala
Aginale  north=Alnesnilo south=Dana east=Amulu-A west=Egalame
Anemu  south=Amixu-Ma east=Doliga west=Elinudo
Mo-Mo  north=Dosmimo south=Asnamixe east=Exigimu
Asmu  north=Misnixo south=Musmo east=Modusna west=Egudino
Dolmodu  south=Dulu-Ma east=Alegaxisme
Musnagige  north=Amudimisno south=Egasne west=Amixexilo
Mudixu 
Amesna  north=Amesno
Mu-Mesna  north=Du-Egixu east=Emexage
Amolusnisnu  south=Mamismimo east=Egodisno west=Doligo
Anegu  south=Emasmo
Deniniga 
Enisma  south=Exanenila east=Egu-Ma west=Dosnixixe
Elodenina  north=Elnilminigu west=Anagiga
Asnusnila  west=Examesne
Mamasne  north=Dodima east=Asmiliga west=Masmulmigu
Demolu  north=Mismane south=Amagude east=Asnulixu
Mulneme  west=Asnimo
Mudimo  south=Mo-Mimo
Mulemo  north=Do-Ene east=Emigelne
Musmusno  north=Axamulo east=Dulima
Amamile  north=Esmosmu
Molusnu  north=Masnaxixa west=Demixa
Egimu-Du  east=Ego-Exu
Anusnu  south=Egigega west=Menagigu
Musmasne  north=Asmame
Exigamo  south=Musnexa east=Anigime
Asmisne 
Mudamo  north=Amilela south=Musmane east=Esmagimo west=Enu-Mixisno
Muligu  north=Molnena south=Dalnu-Da
Egigeno  south=Dimo east=Amosnu
Dolude  north=Enixusne south=Digimixu
Esnisne  north=Esnisna
Dimelixilnu  north=Elu-Elilna south=Esnenimo east=Mixaxa west=Masmila
Dulmegu  north=Aximosme
Daxu-E  north=Enudulno
Egodesne  north=Masmo-E
Asmodilna  south=Dalno-A west=Exoliga
Ananalne  east=Magelu
Esmixiliga  south=Amagelmo east=Mudemo west=Agagesme
Elamo-A  south=Musne west=Megamige
Denola  south=Asninu west=Agaxeniximilina
Dilne  south=Esnexilno west=Eninena
Enalimo  north=Asmole east=Amamosmo
Digolma  north=Mexusma south=Musnaga
Molminiligismine  south=Misnigilmu
Manisnu  west=Molmene
Dalode  north=Digigo south=Digiga
Danegine  east=Mesnimu west=Dexelu
Egulo-Ma  north=Mismasmu south=Egixano
Enudisne  north=Malusno west=Axo
Axino  south=Animimu east=Miximu
Exu-Du  east=Alusnixe west=Magalno
Ele  east=Mino-Mo
Degulna  north=Exigano east=Esmele
Ego-Alo  west=Mimo-A
Emanu-E  south=Dimalo
Memamu  north=Egegudu south=Manusme east=Anodudu west=Axodexe
Manudo  west=Digoda
Enudu-A 
Digano  south=Digana
Do-Dene  north=Demila west=Aminala
Elilmu 
Masnixina  north=Dolnolo west=Mimilne
Mo-Dule  north=Eninimu
Daxudo 
Melnige  west=Asnodimu
Enina  east=Misminu
Asno-Mo  north=Dagulno south=Mesmisminu west=Delosmiginu
Demasme  east=Migilna
Mosmegiximo  north=Elegimisnilno south=Agagelo east=Musno west=Enililisnimu
Delodo  south=Amaneno east=Dismosne west=Mulmosne
Eludolimo  south=Anu-Ma east=Elu-Du
Dismudilmilo  south=Exulusne east=Molisno west=Ememo
Mudema  north=Eginusna south=Damagu east=Alixu west=Dalaxe
Dalnusmu  west=Esnodilmo
Dinanigixu  north=Aligodilo south=Melisma west=Musnulo
Aludu  north=Dismime west=Dago-E
Delisna  north=Amigama
Mululme  west=Modigige
Anu-Elu 
Axinilo  south=Aludalu east=Meno-Do
Aninixa  south=Musmemo west=Dolene
Anudamisniline  north=Asnane
Elulama  north=Mino-Mo east=Elasme
Magaxa  north=Masnanu south=Egudesmisma east=Mexinisno
Emigano  south=Migosmismu east=Delilnixa
Alulelme  west=Mismene
Du-Axu  north=Du-Axo
Exigiximu  north=Emenolno south=Asnesmu
Egigosmu  west=Axudu-Minisma
Axudagu  south=Melosnu east=Menagigu
Mexu-Du  west=Mosmu-Da
Anesme  north=Dagemilixe south=Enexixu east=Milexiginu west=Aginasna
Dolma  east=Dodusna
Du-Mismimo  east=Dudaxino
Eludulnu  north=Digage south=Egana
Digenixe  south=Mosmimu
Alegago  west=Mimige
Masmenige  north=Danu-Da south=Dexo-A east=Milexo
Do-Aga  south=Malagisma east=Dulnu-Mo
Menalne  south=Demisnixixinime east=Egodile west=Denemu
Elaxame  north=Dulana south=Modile
Asnininina  north=Megolmixa west=Alisne
Dinilo  north=Enixama south=Mexinismu
Mimeno  north=Du-Delnime west=Daxo-A
Esmalixa  south=Almigu west=Mimagimu
Aninu-E  south=Elnana east=Amuda
Asnusmo  south=Migelu east=Damimo west=Enelna
Exanalma  south=Dasnulu west=Exosnigo
Malama  south=Egalane west=Mu-Enilno
Magalo  west=Melnaxigine
Agolexixixu  west=Mu-Alma
Enu-Mixisno  north=Mamudo south=Demo-Do east=Mudamo west=Emasme
Daximu  south=Miga east=Enimusna west=Axusnino
Exegaxiga  north=Mamole east=Emegudo
Mano  south=Agigesna east=Anigusme west=Exanilna
Esmena  west=Exolilma
Axudaxo  north=Minelo south=Enimisno east=Amismo
Dusmo  north=Du-Mexe east=Alamane west=Amudamo
Eligexa  east=Exesnu
Dinigu  north=Elne east=Amiximine west=Minu-A
Mexaxa  north=Dalnodu east=Amudolmu
Dalene 
Esnu-E  north=Agexixe
Mismego 
Dolnelo  south=Eginosna
Dixulnilu  north=Axo-Exisne east=Esnesmino west=Mudige
Do-Asmismige 
Maxusme  north=Daxige west=Musmaxiga
Mulu-E  west=Do-Ame
Eno-Ma  north=Migesmu south=Exixo-Me east=Mulmesmisminu west=Mu-Dulo
Asnanu  west=Dimaxo
Esne  north=Mimelisna south=Musmilisne west=Manila
Dismisno  south=Emaxelo east=Menu-A west=Dulmela
Dimulme  west=Modiga
Axismo  north=Agaxalu south=Demege east=Alaxilu
Egodila  north=Esneme south=Exexusna
Egamexo  north=Dinemige east=Elo
Masnu-De  north=Musnu-E west=Exudigu
Egimane  west=Enalisma
Dilo-E 
Esnigo  north=Mexema east=Axisma west=Agamodu
Enamino  north=Enenulu south=Emiximu east=Dexane west=Elagelma
Amilalu  north=Axelame
Desmexa 
Aximamu  north=Musnoda
Agamimino 
Dulixu  east=Anine west=Molnilmu
Aganu  north=Mo-Exixe east=Degulninu
Dudala  north=Mixolmixa south=Emimelilo east=Dulna
Esnimimu 
Daloda  south=Mesnilo east=Anigilu west=Delasma
Axodesme  north=Mosmolo
Anenelilu  west=Dolu-E
Mixusninine  south=Magige
Delosmiginu  south=Egismilu east=Asno-Mo
Ane  north=Du-Mulna south=Miximu
Elisna  west=Aginu
Daxeme  west=Almisma
Alulime  west=Mulanu
Mamigo  north=Axelna south=Asmexa west=Mudigimo
Dasmula  west=Elege
Modanu  south=Aliximu west=Dolilo
Dexasma  south=Dudima east=Asnulo west=Dimilisma
Alinu-Da  south=Mo-Dolno west=Muline
Enegenixu  east=Enimaga
Alnesnilo  south=Aginale east=Eluda west=Exalmo
Asnamixe  north=Mo-Mo south=Modenu east=Daneline west=Axusmimu
Musmo  north=Asmu south=Dodelu east=Mesmigigo
Dilmiga  south=Alo
Dulilo  east=Agulasnu
Egasne  north=Musnagige west=Mu-Ena
Ego-Misnimu  west=Dixelmo
Dismelu  north=Mesmudo
Axu-Mu  north=Mixesno
